rec_id,depname,includes,altname,country,cntrycd,stprov,latitude,longitude,agemy,depage,oreton,cugrd,mogrd,augrd,aggrd,deptype,empldepth,dep5km10km,dep5km,dep_id,latdeg,latmin,latsec,londeg,lonmin,lonsec,rockdep,rockmap,rockmapdep,discdate,startdate,ore_a,ore_b,ore_area,alter_a,alter_b,alter_area,sulf_a,sulf_b,sulf_area,comments
593,Nunatak,,Muir Inlet,United States,USAK,Alaska,58.9875,-136.1027778,,,120,0.18,0.03,0,0,17,0,,18b,14,58,59,15,-136,-6,-10,"andesite dike, hornfels, quartz monzonite porphyry, rhyodacite porphyry, skarn",,"limestone, calcareous shale",1941,,0,0,0,0,0,0,0,0,0,Grab sample: 1.2 g/t Au and 212 g/t Ag.
594,Orange  Hill,,,United States,USAK,Alaska,62.20583333,-142.8419444,105,105,320,0.35,0.02,0,0,17,0,,17,8,62,12,21,-142,-50,-31,quartz feldspar porphyry,trondhjemite,"basalt, granodiorite, limestone, mudstone, quartz diorite, siltstone, volcaniclastics",1899,,0,0,0,0,0,0,3.3,1.7,4.4,
595,Pebble  Copper,,Pebble Beach,United States,USAK,Alaska,59.89833333,-155.2955556,89.5,"89.5¡À0.3 (Re-Os),|88.5¡À0.3 ? 86.5¡À0.2|(Ar-Ar)",7510,0.416,0.024,0.33,0,17,0,,18b,4,59,53,54,-155,-17,-44,"breccia, diorite, diorite porphyry, granodiorite porphyry, latite, pyroxenite, rhyolite",,"andesite, basalt, conglomerate, granodiorite, graywacke, mudstone, siltstone, tonalite",1988,,1.6,0.8,1,0,0,0,0,0,89,IP anomaly of 89 sq. km. coincides with Cu and Au anomalies.
596,Pyramid,,,United States,USAK,Alaska,55.625,-160.6669444,6.4,6.4,159,0.372,0.018,0.05,0,21a,0,,,7,55,37,30,-160,-40,-1,"dacite porphyry, hornfels, quartz diorite porphyry",,"andesite, carbonaceous shale, sandstone, volcaniclastic sedimentary rocks",,,1,0.35,0.28,0,0,0,3.7,3,8.7,
597,Round  Top,,,United States,USAK,Alaska,64.13333333,-157.05,75,75,55,0.2,0,0,0,17,0,,18b,2,64,8,,-157,-3,,"breccia, quartz monzonite porphyry, skarn",,"amphibolite, shale",,,0,0,0,0,0,0,0,0,0,
598,Taurus,,,United States,USAK,Alaska,63.52083333,-141.3236111,68.5,68-69,450,0.5,0.039,0,0,21a,0,,,5,63,31,15,-141,-19,-25,"breccia, dacite porphyry, quartz feldspar porphyry, quartz latite, quartz monzonite porphyry, quartz porphyry","basalt, felsic volcanic, granite","gneiss, granodiorite, quartzite, schist",1970,,0,0,0,0,0,0,2.4,1.2,2.3,
599,Venus,,"Victor, Eva",United States,USAK,Alaska,67.63333333,-149.3333333,390,390,,0,0,0,0,17,0,,18b,1,67,38,,-149,-20,,granodiorite porphyry,,"granite, granodiorite, marble, schist",1911,,0,0,0,0,0,0,0,0,0,Incomplete drilling has 20 Mt at 0.15% Cu
600,Ajo,,New Cornelia,United States,USAZ,Arizona,32.35694444,-112.8652778,63,63,742,0.576,0.0089,0.16,1.7,17,0,,39a,74,32,21,25,-112,-51,-55,"andesite dike, andesite porphyry dike, quartz diorite, quartz monzonite, quartz monzonite porphyry, pegmatite, rhyolite",gneiss,"andesite flow, andesite breccia, fanglomerate, tuff",1702,1917,0,0,0,0,0,0,0,0,5.2,Exposed.
601,Bagdad,,,United States,USAZ,Arizona,34.58583333,-113.2119444,72,71.8¡À0.2 (Re-Os),1600,0.4,0.01,0.0011,0.97,21a,0,,"22c, 28a",55,34,35,9,-113,-12,-43,"aplite, breccia, diorite porphyry, quartz monzonite, quartz monzonite porphyry","alaskite porphyry, basalt","conglomerate, granite, rhyolite tuff, schist",1882,1929,1.5,0.66,0.79,0,0,0,0,0,0,Exposed.
602,Bisbee,,Cochise-Lavender,United States,USAZ,Arizona,31.43194444,-109.9013889,180,180,346.6,0.656,0,0.016,0.45,17,0,,19a,98,31,25,55,-109,-54,-5,"breccia, quartz feldspar porphyry, quartz porphyry","granite, rhyolite porphyry, sandstone, shale","conglomerate, dolomite, limestone, quartzite, schist",1877,1885,0.61,0.61,0.29,2.7,2.7,5.9,0,0,3.9,"1956?1975 open pit and underground production 96.3 Mt at 1.14% Cu, 0.057 g/t Au, and 1.63 g/t Ag; 2004 heap leach resource 250.3 Mt at 0.47% Cu."
603,Casa  Grande  West,,Santa Cruz,United States,USAZ,Arizona,32.86666667,-111.95,68,71?65,1450,0.588,0.008,0.011,0.33,21a,0,17,,69,32,52,,-111,-57,,,,"granite, diabase dike, granodiorite porphyry, quartz monzonite porphyry",,,0,0,0,0,0,0,0,0,0,100% covered.
604,Castle  Dome,Carlota-Cactus,Pinto Valley,United States,USAZ,Arizona,33.4,-110.95,59,59,1438,0.33,0.0055,0.034,2.2,17,0,17 (2),22c,60,33,24,,-110,-57,,"breccia, granite porphyry, quartz monzonite porphyry",,"conglomerate, dacite, diabase, granite, quartz monzonite, diabase, granodiorite, limestone, quartzite, schist",1881,1906,0.91,0.46,0.33,2.7,1.5,3.3,0,0,2.6,Exposed.
605,Chilito,,,United States,USAZ,Arizona,33.06527778,-110.7961111,,,199,0.3,0,0,1.5,17,0,17,"18b, 22c",71,33,3,55,-110,-47,-46,rhyodacite porphyry,"conglomerate, granite","diabase, limestone, quartz latite porphyry, quartzite, shale",,,0,0,0,0,0,0,0,0,0,Exposed.
606,Christmas,,,United States,USAZ,Arizona,33.06,-110.7452778,63.5,64?63,48.1,1.1,0,0.01,1,17,0,17,"18b, 22c",72,33,3,36,-110,-44,-43,"aplite, breccia, dacite porphyry, granodiorite, granodiorite porphyry, quartz diorite, quartz diorite porphyry, quartz latite porphyry, skarn","conglomerate, granite, schist","andesite, andesite porphyry, basalt, basalt breccia, basalt porphyry, basalt tuff, diabase, dolomite, limestone, marble, quartzite, rhyodacite porphyry",1880,1900,1.5,0.9,1.1,2,1.7,2.7,0,0,0,Exposed.
607,Copper  Basin,,,United States,USAZ,Arizona,34.49888889,-112.58,64,64,228,0.4,0.0145,0,0,17,0,,"22c, 27a, 39a, exotic Cu",56,34,29,56,-112,-34,-48,"breccia, diorite, quartz latite porphyry, quartz monzonite, quartz monzonite porphyry",,"amphibolite, granodiorite, granodiorite porphyry, metasedimentary rocks, quartz diorite, rhyolite, rhyolite tuff",1890,early 1900s,1.4,1.4,1.5,0,0,0,0,0,0,Exposed.
608,Copper  Creek,,,United States,USAZ,Arizona,32.75,-110.48,58,59?57,75.3,0.75,0.0046,0,0,17,0,,22c,76,32,45,,-110,-28,-48,"breccia, dacite porphyry, diorite porphyry","conglomerate, limestone, quartzite, sandstone, shale","andesite, andesite breccia, andesite tuff, granodiorite",1863,1933,1.7,0.58,0.77,0,0,0,0,0,7.5,Exposed.
609,Esperanza-Sierrita,,,United States,USAZ,Arizona,31.86944444,-111.12,55,57?53,2262,0.294,0.0292,0.003,1.2,21a,0,,"22c, 18c",89,31,52,10,-111,-7,-12,"breccia, dacite porphyry, quartz latite porphyry, quartz monzonite porphyry","conglomerate, granite","andesite, andesite porphyry, granodiorite, quartz diorite, quartz monzonite, quartzite, rhyolite, rhyolitic welded tuff",1895,1907; 1959,2.2,0.89,1.6,0,0,0,0,0,10,Combined production 1262.4 Mt of Esperanza (1959?1984) and Sierrita (1970?2004); 2004 combined resource  999.6 Mt. Exposed.
610,Gibson,,Summit,United States,USAZ,Arizona,33.33277778,-110.9441667,61,61,9.9,0.78,0,0,1,17,0,,,63,33,19,58,-110,-56,-39,,,"granite, granite porphyry, granodiorite",,1903,0,0,0,0,0,0,0,0,0,
611,Helvetia,"Broadtop Butte, Copper World, Peach-Elgin,|Rosemont",,United States,USAZ,Arizona,31.83,-110.76,59,56-62,952,0.552,0.0055,0.019,8.8,17,0,,"18b, 22c",93,31,49,48,-110,-45,-36,"quartz latite porphyry, quartz monzonite, skarn","andesite, chert","arkose, conglomerate, dolomite, granodiorite, limestone, quartzite, sandstone, shale, siltstone",1880,1903,0,0,0,0,0,0,0,0,0,Exposed.
612,Ithaca  Peak,,Mineral Park,United States,USAZ,Arizona,35.36666667,-114.15,73,73,876.5,0.143,0.035,0.027,2.5,21a,0,25a,22c,54,35,22,,-114,-9,,"aplite, breccia, quartz latite, quartz monzonite porphyry, quartz porphyry, rhyolite",,"amphibolite, diorite, gneiss, granite, pegmatite, quartzite, schist",1952,1964,1,0.67,0.55,4.1,3.7,12,0,0,0,"Production 1964?1981 92.5 Mt at 0.3% Cu, 0.027% Mo, 1.68 g/t Ag; 2006 resource (0.2% Cu equiv. cut-off) 784 Mt at 0.125% Cu, 0.036% Mo, 2.6 g/t Ag. 10% covered."
613,Johnson  Camp,I-10,,United States,USAZ,Arizona,32.09861111,-110.065,53,53,250,0.489,0.011,0,1.6,17,0,,18b,92,32,5,55,-110,-3,-54,"hornfels, quartz monzonite, skarn",,"conglomerate, diabase, dolomite, limestone, quartzite, schist, shale",1870s,1975,0,0,0,0,0,0,0,0,0,Exposed.
614,Lakeshore,,Cyprus Casa Grande,United States,USAZ,Arizona,32.52388889,-111.9047222,66,66,716.7,0.657,0,0.17,1.2,17,0,,18b,75,32,31,26,-111,-54,-17,"quartz monzonite, quartz monzonite porphyry, skarn",,"andesite, conglomerate, diabase, fanglomerate, limestone, quartzite, schist, volcaniclastics",1880s,1976,0,0,0,0,0,0,0,0,0,80%  covered.
615,Lonesome  Pine,,Summit district,United States,USAZ,Arizona,33.34222222,-110.9030556,61,61,18,0.41,0,0,0,17,0,"21a, 22c",22c,64,33,20,32,-110,-54,-11,,,"granite, monzonite",,,0,0,0,0,0,0,0,0,0,
616,Miami-Inspiration,"Bluebird, Copper Cities, Globe, Van Dyke",,United States,USAZ,Arizona,33.42,-110.74,63.5,664?63,1591,0.63,0.01,0.009,0.7,21a,0,"17 (2), cu vein",,62,33,25,12,-110,-44,-24,"aplite, granite porphyry, quartz monzonite porphyry",,"conglomerate, dacite, diabase, limestone, quartz monzonite, schist",1872,1915,0,0,0,0,0,0,5.7,4.8,27,20% covered.
617,Mineral  Butte,,,United States,USAZ,Arizona,33.11,-111.58,70,70,13,0.4,0,0,0,17,0,,,65,33,6,36,-111,-34,-48,quartz monzonite,basalt,"diabase, granite, schist",1920s,,0,0,0,0,0,0,0,0,0,25% covered.
618,Mission-Pima,,,United States,USAZ,Arizona,31.98333333,-111.0666667,58,58,900,0.52,0.015,0,2,17,0,21a,"17, 18b",83,31,59,,-111,-4,,"quartz monzonite porphyry, skarn","basalt, rhyolite","argillite, conglomerate, dolomite, gypsum, limestone, marble, mudstone, sandstone, siltstone","late 1700s, 1950s",1961,2.4,1.6,3,5.5,3.2,14,5.5,3.2,14,"The Dynamite deposit (31.926 N, 110.769 E; 91 Mt at 0.53% Cu ) is considered as a part of the Mission-Pima deposit. Exposed."
619,Morenci-Metcalf,,,United States,USAZ,Arizona,33.10361111,-109.3611111,56,56,6470,0.524,0.0095,0.028,1.6,21a,0,,"18b, 39a",77,33,6,13,-109,-21,-40,"aplite, breccia, diabase dikes, granite porphyry, hornfels, quartz monzonite porphyry, skarn","andesite, basalt, conglomerate, granite, granodiorite, quartzite, rhyolite, sandstone, schist, shale, tuff","diorite porphyry, dolomite, limestone, monzonite porphyry",19th century,1872,4,1.8,5.7,0,0,0,0,0,49,15% covered.
620,Pine  Flat,,,United States,USAZ,Arizona,34.36888889,-112.3519444,,,25,0.36,0.008,0.17,4,17,0,,,57,34,22,8,-112,-21,-7,"alaskite, andesite, aplite, breccia, dacite porphyry, quartz monzonite porphyry",,"gneiss, schist",early 1900s,,0,0,0,1.3,0.5,0.51,0,0,0,Exposed.
621,Poston  Butte,,Florence,United States,USAZ,Arizona,33.11666667,-111.4166667,62,62,726,0.38,0,0,0,17,0,,,66,33,7,,-111,-25,,"aplite, diabase dike, granodiorite porphyry, quartz monzonite porphyry","conglomerate, gypsum, sandstone, schist, siltstone","andesite, basalt, granite, latite, quartz monzonite",1969,,0,0,0,0,0,0,0,0,0,100% covered.
622,Ray,,,United States,USAZ,Arizona,33.16361111,-110.9830556,69,69,1583,0.68,0.001,0,0,17,0,,,68,33,9,49,-110,-58,-59,"breccia, quartz monzonite porphyry","andesite, basalt, dacite, dacite welded tuff, diorite, limestone, quartz diorite porphyry, quartzite, rhyolite tuff","conglomerate, diabase, diorite porphyry, quartz diorite, quartz monzonite, schist, shale, tuff",1846,1911,3,0.9,2.1,12,8.5,82,0,0,9.2,Exposed.
623,Red  Hills,,,United States,USAZ,Arizona,33.03611111,-111.2161111,65,70?60,453.5,0.1,0,0,0,17,0,"17, 22c, 25a",,70,33,2,10,-111,-12,-58,rhyodacite porphyry,,"diabase, granite, schist",,1919,0,0,0,0,0,0,0,0,0,
624,Red  Mountain,,,United States,USAZ,Arizona,31.49,-110.72,60,62?58,570,0.63,0,0,0.6,17,0,,,96,31,29,24,-110,-43,-12,"breccia, hornfels, monzonite porphyry, quartz monzonite porphyry","conglomerate, dacite tuff, rhyolite tuff","andesite, andesite tuff, felsite, latite, siltstone, trachyandesite",1966,,1.7,0.3,0.4,3.5,3,8.2,0,0,0,Chalcocite blanket: 1.7 x 0.3 km.
625,Resolution,,,United States,USAZ,Arizona,33.3,-111.0833333,63.5,64?63,,0,0,0,0,17,0,17,"18b, Cu(Au,Ag,Zn,Pb) vein",706,33,18,,-111,-5,,"breccia, felsic porphyry, skarn",,"carbonate rocks, schist, volcanics",1995,,0,0,0,0,0,0,0,0,0,"Preliminary reported ~1,500 Mt at 1.5% Cu underlying the Magma vein-type Cu deposit at depth of 1500 to 2000 m below surface."
626,Sacaton,,,United States,USAZ,Arizona,32.95472222,-111.8161111,63,65?61,48.6,0.72,0.014,0,2,17,0,,,67,32,57,17,-111,-48,-58,"breccia, dacite porphyry, monzonite porphyry, quartz monzonite porphyry","limestone, quartzite, schist","conglomerate, diabase dike, diorite, granite",1962,1974,0,0,0,6.5,2.5,12.8,0,0,0,100% covered.
627,Safford,"Dos Pobres, San Juan",Lone Star,United States,USAZ,Arizona,32.93333333,-109.6,52.5,57?48,7260,0.441,0.004,0.17,0,20c,0,20c,20c,80,32,56,,-109,-36,,"breccia, granodiorite porphyry, monzonite porphyry, quartz monzonite porphyry, tonalite  porphyry",,"agglomerate, andesite, andesite breccia, basalt, dacite, dacite tuff, granodiorite, latite, quartz diorite, rhyolite, tuff",1886,1959,0,0,0,0,0,0,6,2.5,12,90% covered.
628,San  Manuel-Kalamazoo,,,United States,USAZ,Arizona,32.69972222,-110.6777778,68,69?67,1390,0.6,0.011,0.017,1.8,21a,0,,,78,32,41,59,-110,-40,-40,"breccia, dacite porphyry, granodiorite porphyry, monzonite porphyry, rhyolite",,"andesite, andesite porphyry, aplite, conglomerate, diabase dike, latite, quartz monzonite, tuff, volcaniclastics",1870,1956,4.6,0.95,3.4,0,0,0,0,0,6.6,80% covered.
629,San  Xavier  North,,,United States,USAZ,Arizona,31.96666667,-111.0166667,56,56,208,0.54,0,0,0,17,0,21a,"17, 18b",84,31,58,,-111,-1,,quartz monzonite porphyry,"dolomite, granite, granodiorite, limestone, quartzite, rhyodacite tuff","andesite, conglomerate, fanglomerate, mudstone, sandstone, siltstone",1955,1968,0.9,0.6,0.42,0,0,0,3.5,1.6,4.4,100% covered.
630,Sanchez,,Carpenter,United States,USAZ,Arizona,32.88333333,-109.5333333,,,173,0.317,0,0.34,0,20c,0,20c,,81,32,53,,-109,-32,,"monzonite porphyry, quartz monzonite porphyry, tonalite porphyry","granodiorite, quartz diorite","agglomerate, andesite, andesite breccia, basalt, dacite, dacite tuff, rhyolite, tuff",1949,,0,0,0,0,0,0,0,0,0,95% covered.
631,Sheep  Mountain,,,United States,USAZ,Arizona,34.08,-112.46,,,318,0.99,0,0,0,17,0,,,59,34,4,48,-112,-27,-36,,,,1963,,0,0,0,0,0,0,0,0,0,
632,Silver  Bell,North Silver Bell,,United States,USAZ,Arizona,32.4,-111.5,67.5,69-66,268,0.66,0.013,0.026,0.96,21a,0,,"18b, 22c",79,32,24,,-111,-30,,"andesite porphyry, intrusive breccia, monzonite porphyry, quartz latite porphyry, quartz monzonite porphyry, skarn, syenodiorite porphyry",,"alaskite, arkose,  conglomerate, dacite porphyry, limestone, quartzite, siltstone",1865,1874,2.5,1.3,2.6,10,3.5,28,4.8,2.4,9.1,10% covered.
633,Squaw  Peak,,,United States,USAZ,Arizona,34.48027778,-111.8652778,,,18,0.4,0,0,0,17,0,,,58,34,28,49,-111,-51,-55,quartz monzonite porphyry,,"basalt, granite, granodiorite, limestone, sandstone",before 1915,,0,0,0,0,0,0,0,0,0,Production 1934?1946.
634,Sunnyside,,,United States,USAZ,Arizona,31.45111111,-110.7461111,,,180,0.61,0.02,0,0.5,17,0,"19a (3), 22c","18b, 22c",97,31,27,4,-110,-44,-46,"breccia, latite porphyry, quartz- feldspar porphyry, quartz monzonite porphyry",,"granodiorite, quartz monzonite, carbonate rocks, volcanic rocks",,,0,0,0,0,0,0,13,6,61,Deep resources at a depth of >4000 ft. Exposed.
635,Superior  East,,Pinal Ranch,United States,USAZ,Arizona,33.37805556,-110.9988889,60,62?58,996,0.498,0,0,0,17,0,,22c,61,33,22,41,-110,-59,-56,"aplite, breccia, granodiorite, granodiorite porphyry, hornfels, quartz monzonite, quartz monzonite porphyry, quartz porphyry, skarn",rhyolite,"andesite, basalt, conglomerate, granite, limestone, marble, quartz latite tuff, schist",1973,,0,0,0,0,0,0,0,0,0,"Hypogene ore grades 1 to 2% Cu. 100% covered by Oligocene-Miocene conglomerate and Miocene dacite tuff, 600 to 1,200 m thick."
636,Twin  Buttes,,,United States,USAZ,Arizona,31.89277778,-111.0352778,58,58,940,0.502,0.023,0.019,5.8,21a,0,17 (2),18b,90,31,53,34,-111,-2,-7,"breccia, quartz monzonite porphyry, quartz-feldspar porphyry, skarn",,"andesite, anhydrite, conglomerate, dolomite, fanglomerate, granite, limestone, quartzite, rhyodacite porphyry, rhyolite, sandstone, shale, siltstone, tuff",1870,1965,0,0,0,0,0,0,0,0,0,100% covered.
637,Two  Peaks,,Mine Canyon,United States,USAZ,Arizona,31.76805556,-110.4619444,74,74,29,0.3,0,0,0,17,0,15a,,94,31,46,5,-110,-27,-43,granodiorite porphyry,"alaskite, quartz monzonite","conglomerate, granodiorite, limestone, sandstone, shale",,,0,0,0,0,0,0,0,0,0,
638,Vekol  Hills,,Reward,United States,USAZ,Arizona,32.58,-112.09,,,95,0.56,0.014,0,0,17,0,,,73,32,34,48,-112,-5,-24,quartz feldspar porphyry,,"conglomerate, diabase, granite, limestone, quartzite, schist, shale, siltstone",1879,1882,0,0,0,0,0,0,0,0,0,"Small underground Ag-Cu-Pb-Zn-Mo mine, closed 1965."
639,Lights  Creek,,Moonlight Valley,United States,USCA,California,40.195,-120.8538889,100,100,318,0.34,0,0.05,3.2,17,0,,,39,40,11,42,-120,-51,-14,aplite,"granite porphyry, quartz porphyry, serpentinite","andesite, agglomerate, alaskite, basalt, gabbro, granite, granodiorite, metasedimentary rocks, metavolcanic rocks, quartz diorite, quartz monzonite, schist",1970,,0,0,0,0,0,0,0,0,0,
640,Allard,,,United States,USCO,Colorado,37.40694444,-108.0880556,67.5,70?65,200,0.4,0,0,5,17,0,,"25b, 39a",53,37,24,25,-108,-5,-17,"breccia, pegmatite, syenite, trachyte dike","limestone, monzonite","conglomerate, monzonite porphyry, diorite porphyry, sandstone, shale",,,0,0,0,0,0,0,0,0,0,"10?200 ppb Au, 100?170 ppb Pt."
641,Bobcat  Gulch,,,United States,USID,Idaho,45.35638889,-113.9938889,,,54.4,0.5,0,0,0,17,0,,,25,45,21,23,-113,-59,-38,"granodiorite porphyry, quartz diorite porphyry, quartz latite, rhyolite porphyry",,"argillite, quartzite, siltstone",1977,,0,0,0,0,0,0,0,0,0,
642,Caribou  Mountain,,,United States,USID,Idaho,43.09305556,-111.3230556,50,50,,0,0,0,0,17,0,,18b,29,43,5,35,-111,-19,-23,"andesite porphyry, diorite, diorite porphyry, skarn",,"andesite, clastic rocks, limestone",,,0,0,0,0,0,0,0,0,0,
643,Catheart  Mt.,,,United States,USME,Maine,45.53611111,-70.21694444,443,443,18,0.556,0.06,0,0,21a,0,17,22c,100,45,32,10,-70,-13,-1,"granodiorite porphyry, quartz porphyry","conglomerate, diabase, diamictite, rhyolite, sandstone, siltstone","granite, quartz monzonite",1965,,0,0,0,0,0,0,1.5,1,1.2,
644,Sally  Mountain,,,United States,USME,Maine,45.6,-70.33333333,443,443,,0,0,0,0,17,0,"17, 22c",,99,45,36,,-70,-20,,"granodiorite porphyry, quartz porphyry","conglomerate, diabase, diamictite, rhyolite, sandstone, siltstone","granite, quartz monzonite",,,0,0,0,0,0,0,0,0,0,
645,Beavertown,,,United States,USMT,Montana,46.34166667,-112.0791667,,Cretaceous,50,0.5,0,0,0,17,0,,,707,46,20,30,-112,-4,-45,,,monzogranite,,,0,0,0,0,0,0,0,0,0,Boulder batholith.
646,Continental/Butte,,,United States,USMT,Montana,46.01722222,-112.5111111,60.5,64?57,5220,0.673,0.028,0.042,8.6,21a,0,,"22c, 39a",24,46,1,2,-112,-30,-40,"breccia, jasper, quartz porphyry","granodiorite, gneiss, schist","aplite, pegmatite, quartz monzonite, rhyolite",,1864,0,0,0,0,0,0,0,0,0,
647,Heddleston,,,United States,USMT,Montana,47.02583333,-112.36,46,46,302,0.36,0.005,0.053,5.2,17,0,,22c,22,47,1,33,-112,-21,-36,"breccia, quartz monzonite porphyry, quartz porphyry",,"argillite, diorite, gabbro, quartzite",1989,,0,0,0,0,0,0,0,0,0,
648,Copper  Flat,,Hillsboro,United States,USNM,New Mexico,32.80666667,-108.1186111,75,75,61.7,0.36,0.0128,0.18,1.7,17,0,18d,"17, 19a, 18c, 22c, 39a",87,32,48,24,-108,-7,-7,"breccia, jasperoid, latite, latite porphyry, quartz monzonite, skarn","basalt, conglomerate, dolomite, limestone, mudstone, quartz monzonite porphyry, quartzite, rhyolite pyroclastics, sandstone, schist, shale","andesite flow, andesite pyroclastics",1877/1975,1982,0.8,0.5,0.3,0,0,0,0,0,0,60% covered.
649,Hannover  Mountains,Continental,Fierro-Hannover,United States,USNM,New Mexico,32.84638889,-108.0905556,63.5,70?57,1406,0.34,0,0.01,9.5,17,0,"17, 18b, 19a","18b, 18c, 18d, 19a, 22c",85,32,50,47,-108,-5,-26,"andesite dike, basalt dike, breccia, gabbro, granodiorite porphyry, quartz diorite porphyry, quartz monzonite porphyry, skarn, syenodiorite porphyry",,"andesite breccia, conglomerate, dolomite, felsic volcanic rocks, granodiorite, hornfels, limestone, marble, quartz monzonite, quartzite, sandstone, shale, siltstone, skarn",1855,1858,0,0,0,0,0,0,0,0,0,Resources probably include adjoining replacement and skarn mineralization. Exposed.
650,Santa  Rita,Groundhog- Pewabic- Empire (skarns),Chino,United States,USNM,New Mexico,32.79027778,-108.0727778,55.5,56?55,3030,0.468,0.008,0.056,1.4,17,0,"17, 18d","17, 18c, 19a, 22c",88,32,47,25,-108,-4,-22,"breccia, granodiorite porphyry, hornfels, jasper, quartz diorite porphyry, quartz monzonite porphyry, skarn","andesite, andesite breccia, basalt, conglomerate, diorite porphyry, dolomite, gneiss, quartz latite, quartz latite porphyry, rhyolite, rhyolite tuff, sandstone, schist","latite, limestone, marble, quartzite, shale",1801,1911,2,1.3,2,0,0,0,0,0,0,20% covered.
651,Tyrone,,,United States,USNM,New Mexico,32.63305556,-108.3669444,55.5,56-55,1050,0.49,0.013,0.0015,1.3,21a,0,,,91,32,37,59,-108,-22,-1,"breccia, dacite porphyry, quartz monzonite porphyry","andesite agglomerate, conglomerate, dacite, granodiorite, quartzite, shale","andesite, diabase dike, granite",1871,1904/1966,2.8,2,4.4,0,0,0,0,0,0,30% covered. Two stages of supergene enrichment 19.2?16.2 Ma and 8.7?4.6 Ma.
652,Ann  Mason,,,United States,USNV,Nevada,38.96,-119.27,169,169,495,0.4,0.01,0,0,17,3,"17 (2), 18b, 19a","17, 18b, 19a",46,38,57,36,-119,-16,-12,"andesite dike, granite porphyry, rhyolite dike","andesite, argillite, gypsum, ignimbrite, rhyolite, sandstone, volcaniclastic rocks","breccia, dolomite, granite, limestone, quartz monzodiorite, quartz monzonite, skarn",1966,,0,0,0,0,0,0,0,0,0,"Exposed. 2006 intersection 481.6 m at 0.51% Cu, 0.01% Mo, 1 g/t Ag."
653,Bear-Lagomarsino,,,United States,USNV,Nevada,39.03,-119.18,0,,454,0.4,0,0,0,17,0,"18b, 19a","17 (3), Au-Cu veins",44,39,1,48,-119,-10,-48,quartz monzonite,"granite, limestone, rhyolite, sandstone, skarn, volcaniclastic rocks","andesite, quartz monzodiorite",1961,,0,0,0,0,0,0,0,0,0,
654,Butte  Valley,,,United States,USNV,Nevada,39.8,-115.15,0,,,0,0,0,0,17,0,,18b,41,39,48,,-115,-9,,"hornfels, quartz monzonite porphyry, skarn",basalt,"fanglomerate, limestone, rhyolite porphyry, sandstone, shale",1962,,0,0,0,0,0,0,0,0,0,"Covered. Reported up to: 0.09% Cu, 0.18% Mo, 2% Pb, and 2.4 g/t Au."
655,Contact,,Banner,United States,USNV,Nevada,41.76694444,-114.7669444,150,150,55.8,0.77,0,0,0,17,0,,"14a, 18b, 22c, 25a",30,41,46,1,-114,-46,-1,"aplite, breccia, hornfels, monzonite porphyry, skarn, syenite porphyry","rhyolite flow, rhyolite tuff","chert, granodiorite, limestone, quartz monzonite, quartzite, shale, siltstone",1870,,0,0,0,0,0,0,0,0,0,"Total production of the district: 3,751,050 lbs Cu, 1,222 oz Au, 126,901 oz Ag"
656,Copper  Basin,,,United States,USNV,Nevada,40.61194444,-117.0361111,86,86,54.7,0.28,0,0,0,17,0,20c,"18b, 19c",34,40,36,43,-117,-2,-10,"aplite, breccia, granodiorite porphyry, hornfels, monzogranite porphyry, skarn","diorite porphyry, granite porphyry, monzogranite","calcareous shale, diabase, gabbro, limestone, quartzite, sandstone, shale, siltstone",,,0,0,0,0,0,0,0,0,0,
